,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
15,5994,Shiba Inu,SHIB,shiba-inu,957,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel', 'base-ecosystem']",589552695333683.0,589250405162197.6,589504512155280.8,False,,16,589552695333683.0,7183729973.179089,,2025-04-19T15:15:00.000Z,1.2185051531505838e-05,112900186.8225074,2.3363,-0.09943417,0.92206202,-2.72119901,-5.39222661,-20.15856229,-44.11151044,7180046551.862072,0.2667,7183729973.18,,2025-04-19T15:15:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2025-04-19 10:14:46.617211
16,4642,Hedera,HBAR,hedera,336,2019-09-17T00:00:00.000Z,"['dag', 'marketplace', 'enterprise-solutions', 'defi', 'payments', 'dcg-portfolio', 'hedera-hashgraph-ecosystem', 'real-world-assets', 'layer-1', 'made-in-america']",50000000000.0,42228651561.96572,50000000000.0,False,,17,,,,2025-04-19T15:15:00.000Z,0.16563189108742146,104390852.08038352,-21.4768,-0.01994912,0.99056444,-5.04451503,-14.13947432,-18.48815816,-52.53844153,6994411416.280176,0.2598,8281594554.37,,2025-04-19T15:15:00.000Z,,,,,,2025-04-19 10:14:46.617211
17,20947,Sui,SUI,sui,609,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm', 'cmc-crypto-yearbook-2024-2025', 'made-in-america', 'world-liberty-financial-portfolio']",10000000000.0,3249982900.4588876,10000000000.0,False,,18,3249982900.4588876,6976866179.91716,,2025-04-19T15:15:00.000Z,2.146739350207673,346996266.88604194,-29.9094,-0.04639459,1.81158592,-6.48305151,-12.42871632,-30.79361523,-56.36035597,6976866179.91716,0.2591,21467393502.08,,2025-04-19T15:15:00.000Z,,,,,,2025-04-19 10:14:46.617211
18,1831,Bitcoin Cash,BCH,bitcoin-cash,1011,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'layer-1', '2017-2018-alt-season', 'made-in-america']",21000000.0,19858359.375,19858359.375,False,,19,,,,2025-04-19T15:15:00.000Z,337.66498059920457,157511862.40106243,-28.6765,-0.00551342,-0.78900251,1.59081601,-0.58090048,7.12229861,-27.03330236,6705472533.091407,0.249,7090964592.58,,2025-04-19T15:15:00.000Z,,,,,,2025-04-19 10:14:46.617211
19,32196,Hyperliquid,HYPE,hyperliquid,71,2024-07-15T10:14:50.000Z,"['decentralized-exchange-dex-token', 'derivatives', 'layer-1', 'hyperliquid-ecosystem']",1000000000.0,333928180.0,999993930.0,False,,20,333931719.0,6037772984.346706,,2025-04-19T15:15:00.000Z,18.08086096890576,107645997.25609796,-28.93,0.17588608,9.03923393,15.66017952,20.81135081,-24.50742955,-17.95141744,6037708996.179737,0.2242,18080860968.91,,2025-04-19T15:15:00.000Z,32196.0,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,2025-04-19 10:14:46.617211
,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
0,1,Bitcoin,BTC,bitcoin,12041,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve']",21000000.0,19853462.0,19853462.0,False,,1,,,,2025-04-19T15:16:00.000Z,85388.25947349377,13456000564.309267,-22.3465,-0.03896499,1.05730615,0.60747592,-0.47004943,-10.4865975,-18.32172951,1695252564703.1487,62.9594,1793153448943.37,,2025-04-19T15:16:00.000Z,,,,,,2025-04-19 10:15:49.563105
1,1027,Ethereum,ETH,ethereum,10138,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve']",,120703159.49029723,120703159.49029723,True,,2,,,,2025-04-19T15:16:00.000Z,1607.6199328167243,6763963902.083427,-27.1224,0.10303119,1.50142998,-3.15211667,-19.07138968,-40.0256909,-52.78044636,194044805150.55798,7.2066,194044805150.56,,2025-04-19T15:16:00.000Z,,,,,,2025-04-19 10:15:49.563105
2,825,Tether USDt,USDT,tether,124735,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio']",,144640112847.93365,148032435823.63278,True,,3,,,,2025-04-19T15:15:00.000Z,0.9998873775449955,31833708521.091125,-22.9815,-0.00310525,0.00505538,0.03013205,0.03123409,-0.05202159,0.12269051,144623823123.33258,5.3711,148015764047.29,,2025-04-19T15:15:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-04-19 10:15:49.563105
3,52,XRP,XRP,xrp,1591,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve']",100000000000.0,58394167593.0,99986232255.0,False,,4,,,,2025-04-19T15:15:00.000Z,2.0838964737971395,1560749125.6110256,-29.2412,-0.23950805,1.09862719,-2.97630233,-16.28653508,-19.04452005,-33.69200911,121687399937.3719,4.5193,208389647379.71,,2025-04-19T15:15:00.000Z,,,,,,2025-04-19 10:15:49.563105
4,1839,BNB,BNB,bnb,2473,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,140890885.86,140890885.86,False,,5,,,,2025-04-19T15:16:00.000Z,589.8331848635859,1268364963.597664,-12.3442,0.15998196,-0.63625289,-1.37605837,-5.84507533,-9.60785079,-15.21580122,83102119925.05577,3.0863,83102119925.06,,2025-04-19T15:16:00.000Z,,,,,,2025-04-19 10:15:49.563105
5,5426,Solana,SOL,solana,899,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve']",,516600345.1296557,598877005.5735406,True,,6,,,,2025-04-19T15:16:00.000Z,139.73211379939121,2271557857.8823247,-21.4259,0.13716325,5.26853233,7.2913616,7.16686007,-16.10700714,-47.52311996,72185658214.46182,2.6808,83682349894.64,,2025-04-19T15:16:00.000Z,,,,,,2025-04-19 10:15:49.563105
6,3408,USDC,USDC,usd-coin,27215,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio']",,60905869233.36766,60905869233.36766,False,,7,,,,2025-04-19T15:16:00.000Z,0.9999604416988582,4134376629.325429,-36.9193,0.00777234,0.01230738,0.01191044,-0.00107982,0.00649719,-0.01031429,60903459900.65122,2.2619,60903459900.65,,2025-04-19T15:16:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-04-19 10:15:49.563105
7,74,Dogecoin,DOGE,dogecoin,1207,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'ftx-bankruptcy-estate', 'made-in-america']",,148918606383.70523,148918606383.70523,True,,8,,,,2025-04-19T15:16:00.000Z,0.15825600226624376,497551466.8470773,-6.4303,-0.18126277,1.55890694,-4.53002077,-8.14779272,-36.74069146,-59.55864804,23567263309.345516,0.8753,23567263309.35,,2025-04-19T15:16:00.000Z,,,,,,2025-04-19 10:15:49.563105
8,1958,TRON,TRX,tron,1164,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio']",,94949074080.871,94949089168.34471,True,,9,,,,2025-04-19T15:16:00.000Z,0.2421678859906461,407372009.4212686,-13.2509,-0.27398899,-0.33115867,-2.9897231,4.62711757,3.13436239,0.2323852,22993616546.93378,0.854,22993620200.64,,2025-04-19T15:16:00.000Z,,,,,,2025-04-19 10:15:49.563105
9,2010,Cardano,ADA,cardano,1506,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve']",45000000000.0,35287114426.69233,44994927702.53886,False,,10,,,,2025-04-19T15:16:00.000Z,0.6246732134554797,387358768.9051404,-2.0236,-0.37117073,1.67062497,-5.05992483,-15.80269827,-19.33699415,-42.14734801,22042915162.493114,0.8186,28110294605.5,,2025-04-19T15:16:00.000Z,,,,,,2025-04-19 10:15:49.563105
10,3957,UNUS SED LEO,LEO,unus-sed-leo,59,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'ethereum-ecosystem', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,923663609.9,985239504.0,False,,11,,,,2025-04-19T15:16:00.000Z,9.309050139317684,1851848.49751789,-13.4084,0.42904163,2.85384346,-0.84194025,-5.00030867,-4.88539783,-3.83170692,8598430856.42227,0.3193,9171643941.97,,2025-04-19T15:16:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2025-04-19 10:15:49.563105
11,1975,Chainlink,LINK,chainlink,1993,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'substrate', 'polkadot', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'milkomeda-ecosystem', 'energi-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio']",,657099970.4527867,1000000000.0,False,,12,,,,2025-04-19T15:16:00.000Z,12.794483298487688,146738519.20119947,-29.8743,0.21610674,2.48502783,-2.86832415,-12.2946209,-28.70952319,-50.06343274,8407254597.394932,0.3122,12794483298.49,,2025-04-19T15:16:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-04-19 10:15:49.563105
12,5805,Avalanche,AVAX,avalanche,906,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'real-world-assets', 'layer-1', 'made-in-america']",715748719.0,416045344.86218244,452714844.86218244,False,,13,,,,2025-04-19T15:16:00.000Z,19.74694546344801,131182990.26024674,-19.2368,0.43402381,4.61047205,-1.00803488,3.52661079,-16.80511405,-48.96258309,8215624735.314937,0.3051,14133850919.63,,2025-04-19T15:16:00.000Z,,,,,,2025-04-19 10:15:49.563105
13,512,Stellar,XLM,stellar,702,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'smart-contracts', 'hashkey-capital-portfolio', '2017-2018-alt-season', 'made-in-america']",50001806812.0,30824177778.446426,50001786892.81785,False,,14,,,,2025-04-19T15:16:00.000Z,0.245501300835333,78500295.39272977,-21.4228,-0.12526828,1.64693501,-0.28087182,-14.51435064,-24.1975899,-47.0030082,7567375741.788162,0.281,12275508616.46,,2025-04-19T15:16:00.000Z,,,,,,2025-04-19 10:15:49.563105
14,11419,Toncoin,TON,toncoin,719,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem', 'cmc-crypto-yearbook-2024-2025']",,2509942217.6537137,5127619970.933823,True,,15,,,,2025-04-19T15:15:00.000Z,2.9801078024520926,67883615.80484807,-28.8221,-0.00768594,-0.68234973,-0.16605025,-22.19186356,-18.59931471,-42.25501286,7479898386.533741,0.2778,15280860283.39,,2025-04-19T15:15:00.000Z,,,,,,2025-04-19 10:15:49.563105
15,5994,Shiba Inu,SHIB,shiba-inu,957,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel', 'base-ecosystem']",589552695333683.0,589250405162197.6,589504512155280.8,False,,16,589552695333683.0,7185683657.863229,,2025-04-19T15:16:00.000Z,1.2188365373846995e-05,112741091.55785222,2.2097,-0.03853532,1.03995047,-2.78690804,-5.34929816,-20.09223167,-44.03670444,7181999234.804242,0.2667,7185683657.86,,2025-04-19T15:16:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2025-04-19 10:15:49.563105
16,4642,Hedera,HBAR,hedera,336,2019-09-17T00:00:00.000Z,"['dag', 'marketplace', 'enterprise-solutions', 'defi', 'payments', 'dcg-portfolio', 'hedera-hashgraph-ecosystem', 'real-world-assets', 'layer-1', 'made-in-america']",50000000000.0,42228651561.96572,50000000000.0,False,,17,,,,2025-04-19T15:16:00.000Z,0.16567541762592583,104299775.83514993,-21.5005,0.05972516,1.08133808,-5.09685641,-14.10787709,-18.44658667,-52.44588225,6996249483.308376,0.2598,8283770881.3,,2025-04-19T15:16:00.000Z,,,,,,2025-04-19 10:15:49.563105
17,20947,Sui,SUI,sui,609,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm', 'cmc-crypto-yearbook-2024-2025', 'made-in-america', 'world-liberty-financial-portfolio']",10000000000.0,3249982900.4588876,10000000000.0,False,,18,3249982900.4588876,6979899185.891026,,2025-04-19T15:16:00.000Z,2.1476725877251495,346698469.08970106,-29.8313,0.03822455,1.94693929,-6.58261316,-12.36283248,-30.70695059,-56.29749189,6979899185.891026,0.2592,21476725877.25,,2025-04-19T15:16:00.000Z,,,,,,2025-04-19 10:15:49.563105
18,1831,Bitcoin Cash,BCH,bitcoin-cash,1011,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'layer-1', '2017-2018-alt-season', 'made-in-america']",21000000.0,19858359.375,19858359.375,False,,19,,,,2025-04-19T15:16:00.000Z,337.57972847755383,156948366.54834682,-28.8877,0.00956592,-0.71009052,1.42062606,-0.61767332,7.10828442,-27.03599681,6703779565.8221855,0.249,7089174298.03,,2025-04-19T15:16:00.000Z,,,,,,2025-04-19 10:15:49.563105
19,32196,Hyperliquid,HYPE,hyperliquid,71,2024-07-15T10:14:50.000Z,"['decentralized-exchange-dex-token', 'derivatives', 'layer-1', 'hyperliquid-ecosystem']",1000000000.0,333928180.0,999993930.0,False,,20,333931719.0,6034340101.778551,,2025-04-19T15:16:00.000Z,18.07058077576198,107703573.20785491,-28.998,0.2217309,8.88292645,15.44287699,20.74163091,-24.55045768,-17.99080368,6034276149.993186,0.2241,18070580775.76,,2025-04-19T15:16:00.000Z,32196.0,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,2025-04-19 10:15:49.563105
,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
0,1,Bitcoin,BTC,bitcoin,12041,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve']",21000000.0,19853462.0,19853462.0,False,,1,,,,2025-04-19T15:17:00.000Z,85347.18704848818,13469494031.3388,-22.2166,-0.06376191,1.04174341,0.58443872,-0.37222764,-10.55703741,-18.30548533,1694437134874.0522,62.9234,1792290928018.25,,2025-04-19T15:17:00.000Z,,,,,,2025-04-19 10:16:49.861527
1,1027,Ethereum,ETH,ethereum,10138,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve']",,120703159.49029723,120703159.49029723,True,,2,,,,2025-04-19T15:16:00.000Z,1607.6199328167243,6763963902.083427,-27.1224,0.10303119,1.50142998,-3.15211667,-19.07138968,-40.0256909,-52.78044636,194044805150.55798,7.2066,194044805150.56,,2025-04-19T15:16:00.000Z,,,,,,2025-04-19 10:16:49.861527
2,825,Tether USDt,USDT,tether,124735,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio']",,144640112847.93365,148032435823.63278,True,,3,,,,2025-04-19T15:16:00.000Z,0.9998858436754862,32176550810.637074,-21.8203,-0.00174107,0.00057581,0.0323769,0.02886423,0.01402726,0.12267821,144623601264.27368,5.3711,148015536984.85,,2025-04-19T15:16:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-04-19 10:16:49.861527
3,52,XRP,XRP,xrp,1591,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve']",100000000000.0,58394167593.0,99986232255.0,False,,4,,,,2025-04-19T15:17:00.000Z,2.0835168764077108,1556461259.0410514,-29.3602,-0.16371162,1.1181497,-3.07871703,-16.17049833,-18.97570554,-33.61526235,121665233663.79573,4.5181,208351687640.77,,2025-04-19T15:17:00.000Z,,,,,,2025-04-19 10:16:49.861527
4,1839,BNB,BNB,bnb,2473,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,140890885.86,140890885.86,False,,5,,,,2025-04-19T15:17:00.000Z,589.8039690690238,1268262240.2457144,-12.3499,0.1543354,-0.64214901,-1.38144625,-5.84901033,-9.63863051,-15.22165676,83098003685.8788,3.0859,83098003685.88,,2025-04-19T15:17:00.000Z,,,,,,2025-04-19 10:16:49.861527
5,5426,Solana,SOL,solana,899,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve']",,516600345.1296557,598877005.5735406,True,,6,,,,2025-04-19T15:17:00.000Z,139.70070008242817,2270310975.5092287,-21.4359,0.11541836,5.20791366,7.29930987,7.1807795,-16.11886892,-47.40938878,72169429877.43692,2.6802,83663536941.89,,2025-04-19T15:17:00.000Z,,,,,,2025-04-19 10:16:49.861527
6,3408,USDC,USDC,usd-coin,27215,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio']",,60905869233.36766,60905869233.36766,False,,7,,,,2025-04-19T15:16:00.000Z,0.9999604416988582,4134376629.325429,-36.9193,0.00777234,0.01230738,0.01191044,-0.00107982,0.00649719,-0.01031429,60903459900.65122,2.2619,60903459900.65,,2025-04-19T15:16:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-04-19 10:16:49.861527
7,74,Dogecoin,DOGE,dogecoin,1207,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'ftx-bankruptcy-estate', 'made-in-america']",,148918606383.70523,148918606383.70523,True,,8,,,,2025-04-19T15:17:00.000Z,0.15821304788567128,497504843.3922167,-6.4593,-0.20688605,1.53622238,-4.6085821,-8.19546739,-36.7468606,-59.50997334,23560866602.85259,0.8749,23560866602.85,,2025-04-19T15:17:00.000Z,,,,,,2025-04-19 10:16:49.861527
8,1958,TRON,TRX,tron,1164,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio']",,94949074080.871,94949089168.34471,True,,9,,,,2025-04-19T15:17:00.000Z,0.2421673331388954,407366125.53632563,-13.2449,-0.28002975,-0.33013888,-2.97029619,4.63276977,3.12903618,0.26003658,22993564054.171947,0.8539,22993567707.87,,2025-04-19T15:17:00.000Z,,,,,,2025-04-19 10:16:49.861527
9,2010,Cardano,ADA,cardano,1506,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve']",45000000000.0,35287114426.69233,44994927702.53886,False,,10,,,,2025-04-19T15:17:00.000Z,0.6245737741783962,387387169.94610494,-1.8648,-0.38623903,1.64694663,-5.06363247,-15.75977281,-19.33650766,-42.10491883,22039406237.344162,0.8184,28105819838.03,,2025-04-19T15:17:00.000Z,,,,,,2025-04-19 10:16:49.861527
